2012-12-21 16:40:24;15.88;26.44;NC;16.13;16.44;NC;25.88;16.56;26.50;10.25;26.56;NC;NC;12.50;NC;NC
2012-12-21 16:40:34;15.81;26.44;NC;16.06;16.38;NC;26.00;16.50;26.50;10.31;26.50;NC;NC;12.56;NC;NC
2012-12-21 16:40:44;15.88;26.44;NC;16.06;16.31;NC;26.06;16.50;26.50;10.31;26.44;NC;NC;12.63;NC;NC
2012-12-21 16:40:54;15.81;26.50;NC;16.06;16.31;NC;26.19;16.50;26.50;10.31;26.31;NC;NC;12.69;NC;NC
2012-12-21 16:41:04;15.81;26.50;NC;16.00;16.31;NC;26.19;16.50;26.50;10.38;26.25;NC;NC;12.63;NC;NC
2012-12-21 16:41:14;15.81;26.50;NC;16.00;16.31;NC;26.25;16.50;26.50;10.44;26.19;NC;NC;12.69;NC;NC
2012-12-21 16:41:24;15.81;26.50;NC;15.94;16.31;NC;26.38;16.44;26.44;10.44;26.06;NC;NC;12.63;NC;NC
2012-12-21 16:41:34;15.75;26.50;NC;16.00;16.25;NC;26.44;16.44;26.44;10.44;26.00;NC;NC;12.63;NC;NC
2012-12-21 16:41:44;15.81;26.56;NC;16.00;16.25;NC;26.44;16.50;26.44;10.44;25.94;NC;NC;12.63;NC;NC
2012-12-21 16:41:54;15.81;26.56;NC;16.06;16.31;NC;26.50;16.50;26.44;10.44;25.94;NC;NC;12.63;NC;NC
2012-12-21 16:42:14;15.81;26.56;NC;16.13;16.31;NC;26.56;16.56;26.38;10.44;25.88;NC;NC;12.63;NC;NC
2012-12-21 16:42:24;15.81;26.50;NC;16.19;16.31;NC;26.56;16.63;26.38;10.50;25.88;NC;NC;12.63;NC;NC
2012-12-21 16:42:34;15.81;26.50;NC;16.19;16.31;NC;26.56;16.63;26.38;10.44;25.81;NC;NC;12.50;NC;NC
2012-12-21 16:42:44;15.81;26.50;NC;16.13;16.31;NC;26.56;16.69;26.38;10.44;25.75;NC;NC;12.44;NC;NC
2012-12-21 16:42:54;15.88;26.50;NC;16.06;16.31;NC;26.56;16.56;26.31;10.38;25.63;NC;NC;12.38;NC;NC
2012-12-21 16:43:04;15.94;26.50;NC;16.13;16.31;NC;26.56;16.56;26.31;10.31;25.69;NC;NC;12.31;NC;NC
2012-12-21 16:43:14;15.88;26.50;NC;16.06;16.31;NC;26.56;16.56;26.31;10.31;25.63;NC;NC;12.25;NC;NC
2012-12-21 16:43:24;15.88;26.44;NC;16.06;16.31;NC;26.56;16.50;26.31;10.25;25.56;NC;NC;12.19;NC;NC
2012-12-21 16:43:34;15.88;26.44;NC;16.00;16.31;NC;26.56;16.50;26.31;10.25;25.50;NC;NC;12.19;NC;NC
2012-12-21 16:43:44;15.81;26.44;NC;16.00;16.31;NC;26.56;16.50;26.31;10.19;25.38;NC;NC;12.13;NC;NC
2012-12-21 16:43:54;15.81;26.44;NC;16.00;16.31;NC;26.56;16.44;26.31;10.19;25.31;NC;NC;12.06;NC;NC
2012-12-21 16:44:04;15.81;26.38;NC;16.00;16.25;NC;26.63;16.50;26.31;10.13;25.19;NC;NC;12.06;NC;NC
2012-12-21 16:44:14;15.81;26.38;NC;16.00;16.31;NC;26.50;16.50;26.25;10.13;25.13;NC;NC;12.00;NC;NC
2012-12-21 16:44:24;15.81;26.38;NC;16.00;16.31;NC;26.56;16.50;26.25;10.06;25.13;NC;NC;12.00;NC;NC
2012-12-21 16:44:34;15.81;26.31;NC;16.06;16.31;NC;26.56;16.50;26.19;10.00;25.06;NC;NC;11.94;NC;NC
2012-12-21 16:44:44;15.88;26.31;NC;16.13;16.31;NC;26.56;16.56;26.19;10.00;25.06;NC;NC;11.88;NC;NC
2012-12-21 16:44:55;15.88;26.31;NC;16.19;16.31;NC;26.50;16.56;26.13;10.00;25.00;NC;NC;11.88;NC;NC
