2012-12-21 14:00:50;30.0;500
2012-12-21 14:01:00;30.0;500
2012-12-21 14:01:10;30.0;500
2012-12-21 14:01:20;29.8;500
2012-12-21 14:01:30;30.0;500
2012-12-21 14:01:40;30.0;500
2012-12-21 14:01:50;30.0;500
2012-12-21 14:02:00;30.0;500
2012-12-21 14:02:10;30.0;500
2012-12-21 14:02:20;30.0;500
2012-12-21 14:02:30;30.0;500
2012-12-21 14:02:40;30.0;500
2012-12-21 14:02:50;30.0;500
2012-12-21 14:03:00;30.0;510
2012-12-21 14:03:10;30.0;510
2012-12-21 14:03:20;30.0;510
2012-12-21 14:03:30;30.0;510
2012-12-21 14:03:40;30.0;510
2012-12-21 14:03:50;29.8;510
2012-12-21 14:04:00;29.8;510
2012-12-21 14:04:10;29.8;510
2012-12-21 14:04:20;29.8;520
2012-12-21 14:04:30;29.8;520
2012-12-21 14:04:40;29.6;520
2012-12-21 14:04:50;29.6;520
2012-12-21 14:05:00;29.6;520
