2012-07-10 14:53:20;53.0;0;0
2012-07-10 14:53:38;53.0;0;0
2012-07-10 14:54:02;53.0;0;0
2012-07-10 14:54:12;55.0;0;0
2012-07-10 14:54:28;55.0;0;0
2012-12-13 11:37:54;24.0;0;0
2012-12-21 13:23:19;77.5;7400;20.4
2012-12-21 13:23:29;78.0;7550;20.4
2012-12-21 13:23:39;78.0;7550;20
2012-12-21 13:23:49;78.0;7550;20.4
2012-12-21 13:23:59;77.5;7550;20.4
2012-12-21 13:24:09;77.5;7550;20.4
2012-12-21 13:24:19;78.0;7550;20.2
2012-12-21 13:24:33;78.0;7550;20
2012-12-21 13:24:39;77.5;7550;20.4
2012-12-21 13:24:49;77.5;7400;20.4
2012-12-21 13:30:07;78.0;7550;20
2012-12-21 13:30:16;77.5;7550;20.4
2012-12-21 13:30:26;78.0;7400;20.2
2012-12-21 13:41:20;77.5;7400;20.4
2012-12-21 13:41:25;77.5;7550;20.4
2012-12-21 13:41:35;78.0;7550;20.4
2012-12-21 13:41:45;78.0;7400;20
2012-12-21 13:41:55;77.5;7550;20.4
2012-12-21 13:42:05;77.5;7550;20
2012-12-21 13:42:15;78.0;7650;20
2012-12-21 13:42:25;78.0;7400;20
2012-12-21 13:42:35;78.0;7400;20.4
2012-12-21 13:42:45;78.0;7550;20.4
2012-12-21 13:44:31;77.5;7550;20
2012-12-21 13:44:35;78.0;7400;20
2012-12-21 13:44:45;78.0;7550;20
2012-12-21 13:44:55;77.5;7550;20.4
2012-12-21 13:45:05;78.0;7550;20.4
2012-12-21 13:45:15;78.0;7550;20
2012-12-21 13:45:25;78.0;7550;20.2
2012-12-21 13:45:35;78.0;7550;20.4
2012-12-21 13:48:19;78.0;7550;20.4
2012-12-21 13:48:25;78.0;7400;20
2012-12-21 13:48:35;77.5;7550;20.2
2012-12-21 13:48:45;78.0;7550;20.2
2012-12-21 13:56:02;78.0;7550;19.4
2012-12-21 13:56:09;78.0;7550;20.2
2012-12-21 13:56:19;78.0;7550;20.2
2012-12-21 13:56:29;78.0;7550;20.2
2012-12-21 13:56:58;78.0;7550;20.8
2012-12-21 14:00:50;77.5;7550;20.4
2012-12-21 14:01:00;78.0;7550;20.2
2012-12-21 14:01:10;78.0;7650;20
2012-12-21 14:01:20;78.0;7550;20.4
2012-12-21 14:01:30;77.5;7650;20
2012-12-21 14:01:40;77.5;7400;20
2012-12-21 14:01:50;78.0;7550;20
2012-12-21 14:02:00;78.0;7400;20.4
2012-12-21 14:02:10;77.5;3950;5.4
2012-12-21 14:02:20;77.5;4000;5.4
2012-12-21 14:02:30;77.5;3950;5.4
2012-12-21 14:02:40;77.5;3900;5.4
2012-12-21 14:02:50;77.5;3950;5.4
2012-12-21 14:03:00;77.5;4000;5.6
2012-12-21 14:03:10;77.5;3900;5.6
2012-12-21 14:03:20;78.0;3900;5.6
